Suburb,Address,Price,SellerG,Lattitude,Longtitude
Bentleigh,210 Centre Rd,1895000,Jellis,-37.91741,145.02873
Bentleigh,32A Oak St,1110000,Buxton,-37.91504,145.0342
Bentleigh,2A Phillip St,870000,McGrath,-37.92534,145.0344
Bentleigh East,26A Bonny St,1225000,Ray,-37.93194,145.06062
Bentleigh East,12 Elaine Ct,1250000,Buxton,,
Bentleigh East,17 Gowrie St,1115000,Ray,-37.91524,145.07686
Bentleigh East,7 Highview Rd,1350000,Jellis,-37.92924,145.06467
Bentleigh East,1/18 Kennedy St,1230000,Jellis,-37.9196,145.077
Bentleigh East,58 Latham St,1165000,Buxton,,
Bentleigh East,53 Mawby Rd,1430000,Buxton,-37.9292,145.05504
Bentleigh East,6/55 Moylan St,1077000,Buxton,,
Bentleigh East,77A Orange St,1280000,Buxton,-37.91783,145.0816
Bentleigh East,1/87 Orange St,690000,Jellis,-37.91786,145.08243
Bentleigh East,2 Scanlan St,980000,Jellis,-37.93721,145.06998
Bentleigh East,41 Shrewsbury St,1595000,Jellis,-37.91291,145.05996
Berwick,20 Ambleside Cr,730000,Peake,-38.03455,145.3358
Berwick,39 Inkerman St,710000,O'Brien,-38.06954,145.34785
Black Rock,4/308 Beach Rd,799000,Chisholm,-37.97654,145.01704
Blackburn,2A Kerr St,881000,Jellis,-37.81156,145.14057
Blackburn North,22 Greenglade Ct,1300000,Noel,-37.80651,145.16457
Blackburn South,277 Blackburn Rd,1000000,Ray,-37.84499,145.15484
Briar Hill,8 Marden Dr,880000,Flannagan,-37.70145,145.12075
Briar Hill,4/129 Mountain View Rd,625000,Barry,-37.70835,145.11795
Brighton,204/380 Bay St,1500000,Marshall,-37.90596,145.00472
Brighton,2/160 Church St,2020000,Buxton,-37.91674,144.99692
Brighton,6 Harwood St,3100000,Marshall,-37.89293,144.99138
Brighton,2A Hillcrest Av,1850000,Jellis,-37.90542,145.00604
Brighton,50 Meek St,2020000,Nick,-37.90217,144.99337
Brighton,34 Moffat St,2770000,Nick,-37.92314,144.99777
Brighton,341 New St,1200000,Buxton,-37.90345,144.99313
Brighton,3 Seaview Av,1740000,Woodards,-37.93091,144.99266
Brighton,17/30 Willansby Av,1250000,Jellis,,
Brighton East,11A Taylor St,1300000,Hodges,-37.90381,145.01822
Broadmeadows,48 Electric St,637000,Stockdale,-37.69215,144.91654
Broadmeadows,1/34 Kitchener St,431000,YPA,-37.68402,144.93398
Broadmeadows,90 Kitchener St,582000,YPA,-37.68318,144.92848
Broadmeadows,46 Meredith St,1335000,YPA,-37.6882,144.92541
Broadmeadows,7 Osway St,625000,Nicholson,-37.6924,144.91733
Broadmeadows,15 Martell Street,568000,Walshe,,
Brunswick,2/182 Albion St,1315000,Nelson,-37.76133,144.96439
Brunswick,9/15 Cassels Rd,505000,Nelson,-37.75788,144.95935
Brunswick,4/121 Donald St,695000,Ray,-37.75848,144.97529
Brunswick,37 Dunstan Ave,905000,Walshe,-37.7592,144.97321
Brunswick East,7/226 Glenlyon Rd,320000,Jellis,-37.7734,144.97686
Brunswick East,301/455 Lygon St,360000,McGrath,-37.76389,144.97286
Brunswick East,125 Stewart St,910000,hockingstuart,-37.76453,144.97369
Brunswick West,11 Culloden St,1450000,Ray,-37.75692,144.94382
Brunswick West,3/38 Melville Rd,580000,Jellis,-37.76595,144.94381
Brunswick West,10/13 Peacock St,461500,Jellis,-37.75718,144.94024
Brunswick West,4/187 Union St,650000,Nelson,-37.77266,144.94656
Bulleen,5 Amberley Ct,1230000,Barry,-37.78094,145.10131
Bulleen,3 England St,1240000,Purplebricks,-37.76012,145.0854
Bundoora,35 Bramble Cr,1020000,Ray,-37.68441,145.05227
Bundoora,567 Grimshaw St,1234000,Barry,-37.70042,145.0614
Burwood,8 Murray Dr,1588000,Buxton,-37.84625,145.10116
Burwood East,61 Newhaven Rd,1000000,Fletchers,-37.85985,145.15656
Camberwell,11 Berwick St,1901000,Jellis,-37.823,145.05999
Camberwell,32 Regent St,2600000,Marshall,-37.84373,145.09277
Camberwell,5/1024 Toorak Rd,905000,Noel,-37.84756,145.06751
Campbellfield,2 Augusta Av,650000,Raine,-37.6714,144.95458
Canterbury,34 Maysia St,2550000,RT,-37.83254,145.07907
Canterbury,1/145 Prospect Hill Rd,1750000,Jellis,-37.83004,145.07472
Carlton,80 Keeley La,956000,Nelson,,
Carlton North,242 Canning St,1540000,Jellis,-37.79212,144.97409
Carnegie,2/43 Margaret St,1077000,Woodards,-37.89344,145.06265
Carnegie,3/31 Shepparson Av,732500,Woodards,-37.89068,145.0574
Caroline Springs,24 Highbury Cl,700000,Bells,-37.73881,144.73543
Carrum,4/17 Church Rd,682500,hockingstuart,-38.07888,145.12842
Caulfield North,76 Kambrook Rd,1160000,Jellis,-37.87655,145.03568
Caulfield South,299 Bambra Rd,1390000,hockingstuart,-37.89618,145.02695
Caulfield South,37 Saturn St,2450000,Gary,-37.89718,145.01657
Chadstone,37 Jindabyne Av,1259000,Bekdon,-37.87625,145.10324
Chelsea Heights,3 Third Av,710000,hockingstuart,-38.04513,145.1346
Cheltenham,21 Chaprowe Ct,681000,Thomson,-37.96031,145.05829
Cheltenham,2/41 Harpley St,955000,Greg,-37.97342,145.07201
Cheltenham,6 Shadwell St,1230000,Buxton,-37.96402,145.06658
Clarinda,13 Dyer Ct,883300,Gary,-37.94452,145.11108
Clarinda,6 Rosewall Pl,790000,C21,-37.93765,145.10583
Clayton,4 Bayview Av,753000,Ray,-37.90678,145.12367
Clayton,1/76 Browns Rd,615000,Harcourts,,
Clifton Hill,43 Ogrady St,1890000,Collins,-37.78723,144.99911
Clifton Hill,1 Park Dr,1457500,Nelson,-37.7889,145.00448
Clifton Hill,201 Roseneath St,1330000,Jellis,-37.79318,145.00172
Clifton Hill,36 Rutland St,1310000,Collins,-37.79346,144.99642
Clifton Hill,100 Spensley St,3900000,Nelson,-37.78736,145.00091
Coburg,269 Bell St,880000,Nelson,-37.73999,144.95141
Coburg,4/9 Blair St,630000,Jellis,,
Coburg,4 Jamieson St,1070000,Nelson,-37.74671,144.95142
Coburg,13 Jessie St,1500000,Nelson,-37.75402,144.95991
Coburg,87 Nicholson St,1085000,Brad,-37.7505,144.97649
Coburg,28 Webb St,1010000,Love,-37.73479,144.95583
Coburg North,33 Rodney Av,864000,Jellis,-37.7202,144.95396
Collingwood,205/46 Cambridge St,550000,Jellis,,
Craigieburn,5 Brookedge Ct,640000,YPA,-37.60859,144.92138
Craigieburn,48 Crossdale Grn,477000,Barry,-37.58848,144.94056
Craigieburn,7 Eve Ct,582500,YPA,-37.59604,144.94022
Craigieburn,13 Eveline St,480000,Ray,-37.56857,144.91694
Craigieburn,21 Huntingfield St,358000,Ray,-37.58403,144.90791
Craigieburn,73 Mareeba Wy,523000,Barry,-37.58012,144.91998
Craigieburn,3 Pembury St,485000,Ray,-37.56937,144.90524
Craigieburn,27 Vantage Bvd,800000,HAR,-37.59372,144.89449
Craigieburn,32 Viewside Cr,632000,Ray,-37.57565,144.91365
Cranbourne,93 Cameron St,545000,O'Brien,-38.10818,145.29062
Croydon,25 Toorak Av,1152000,RW,-37.79325,145.27724
Dallas,29 Kilmore Cr,475000,Barry,-37.67345,144.92526
Dandenong,19 Bassett St,558000,C21,-37.99136,145.20252
Dandenong,5 Ronald St,789000,O'Brien,-37.98723,145.22214
Deer Park,4 Blackley Ct,635000,HAR,-37.76172,144.77265
Diamond Creek,86 Oronsay Cr,740000,Flannagan,-37.68602,145.15018
Dingley Village,12 Campbell Gr,871000,Ray,-37.98068,145.12494
Dingley Village,11 Evelyn Ct,970000,Barry,-37.96853,145.12948
Docklands,1207/673 La Trobe St,430000,Dingle,,
Doncaster,93 Church Rd,1200000,Fletchers,-37.78911,145.13724
Doncaster,70 Wetherby Rd,1410000,Jellis,-37.79309,145.14287
Doncaster East,1/28 Boronia Gr,980000,Barry,-37.79953,145.1562
Doncaster East,1/8 Boronia Gr,920000,Jellis,-37.79959,145.15811
Doncaster East,80 Gedye St,1320000,Jellis,-37.79739,145.14671
Doncaster East,28 Halcyon Ct,900000,Jellis,-37.77474,145.16777
Doncaster East,40 Saxonwood Dr,1408000,Jellis,-37.78081,145.15861
Donvale,5 Linford Cl,1900000,Woodards,,
Donvale,416 Serpells Tce,1200000,Barry,-37.77559,145.17933
Donvale,2/9 Standring Cl,988000,Barry,-37.78298,145.17682
Doreen,6 Carome Wy,472000,HAR,-37.58883,145.11762
Doveton,15a Cootamundra St,457000,REMAX,,
Doveton,6 Virgilia St,451000,REMAX,-37.99729,145.23478
Eaglemont,36 Silverdale Rd,1925000,Nelson,-37.76617,145.05332
Edithvale,115 Ella Gr,875000,Eview,-38.03819,145.12443
Edithvale,5 Haig Av,995000,Hodges,-38.03816,145.11459
Elsternwick,18 Elizabeth St,2350000,Biggin,-37.87937,145.00145
Elsternwick,301/242 Glen Huntly Rd,566000,hockingstuart,-37.88472,145.00025
Elsternwick,7/483 Kooyong Rd,330000,Biggin,,
Elsternwick,8 Prentice St,2105000,Biggin,-37.88319,145.01142
Elsternwick,30 Shoobra Rd,2410000,Biggin,-37.88785,145.00795
Eltham,5 Thomas St,810000,Morrison,-37.70659,145.16345
Eltham North,52 Banks Rd,901000,Barry,-37.69629,145.14707
Eltham North,3 Michael Ct,1115000,Barry,-37.68927,145.1491
Elwood,10/127 Brighton Rd,521000,hockingstuart,-37.87475,144.9908
Elwood,4/130 Tennyson St,1380000,hockingstuart,-37.8797,144.99089
Epping,5 Herridge Pl,600000,hockingstuart,-37.62828,145.012
Epping,12 Radman St,631000,Ray,-37.63368,145.01277
Epping,28 Supply Dr,678000,hockingstuart,-37.65701,145.02621
Epping,16 Woodfull Wy,681000,Ray,-37.64213,145.06141
Essendon,5/3 Ballater St,485000,Nelson,-37.75031,144.90472
Essendon,6/4 Balmoral St,491000,Barry,-37.75018,144.90647
Essendon,83 Nimmo St,1600000,Nelson,-37.74633,144.89644
Essendon,51 Price St,2053000,Barry,-37.74807,144.89492
Fairfield,28/262 Heidelberg Rd,580000,Nelson,-37.78445,145.01054
Fairfield,151 Perry St,1280000,Jellis,-37.77044,145.02465
Fawkner,68 Queens Pde,874000,Brad,-37.71879,144.9651
Ferntree Gully,93 Burke Rd,770000,Barry,-37.87356,145.27515
Ferntree Gully,2/9 Dobson St,673000,M.J,-37.87946,145.26453
Ferntree Gully,3 Kirby Ct,875000,Noel,-37.88793,145.27561
Fitzroy,4/118 Rose St,580000,Nelson,-37.79617,144.97982
Fitzroy,124 Victoria St,2478000,Nelson,-37.79933,144.97932
Fitzroy North,853 Brunswick St,1490000,Jellis,-37.78137,144.9815
Flemington,80 Dover St,1017500,Jellis,-37.78273,144.92358
Footscray,28 Central Av,942000,Jas,-37.79583,144.89406
Footscray,84 MacPherson St,1320000,Jas,-37.796,144.88966
Forest Hill,18 Sherman St,976000,McGrath,-37.83764,145.18157
Frankston,24 Gretana Cr,550000,Eview,-38.14406,145.16352
Frankston,10 Helvetia Ct,690000,Ray,-38.16135,145.13374
Frankston South,15 Blackwood Ct,975000,McEwing,-38.17829,145.14163
Glen Iris,6 Bardolph St,708000,Jellis,-37.85156,145.07958
Glen Iris,72 Bath Rd,1300000,Kay,-37.85574,145.09051
Glen Iris,3/67 Carroll Cr,820000,Biggin,-37.85198,145.05011
Glen Iris,8/23 Edgar St,583000,hockingstuart,-37.856,145.04505
Glen Iris,4 Faircroft Av,1307500,Jellis,-37.84782,145.05004
Glen Iris,1/1529 Malvern Rd,552000,hockingstuart,-37.85351,145.04597
Glen Iris,1A York Rd,1390000,Jellis,-37.85678,145.05555
Glen Waverley,22 Campbell St,1310000,Harcourts,-37.86941,145.17108
Glen Waverley,2 Cherry St,1285000,Ray,-37.8656,145.15034
Glen Waverley,16 Cooper Av,1292000,Barry,-37.89965,145.17135
Glen Waverley,31 Paxton Dr,1300000,hockingstuart,-37.89014,145.18269
Glen Waverley,480 Springvale Rd,1155000,Biggin,-37.89769,145.16307
Glenroy,8A Finchley Av,831000,Ray,-37.70317,144.91396
Glenroy,1/18 Hartington St,379500,Barry,-37.70162,144.91725
Glenroy,25 Hilda St,570000,YPA,-37.69879,144.93354
Glenroy,78 Justin Av,805000,RW,-37.69994,144.93489
Glenroy,2/73 View St,587000,Eview,-37.69668,144.92922
Gowanbrae,85 Marigold Cr,931000,Nelson,-37.69953,144.89941
Greensborough,7 London Ct,897000,Darren,-37.71839,145.10303
Greenvale,18 Drummond St,1380000,YPA,-37.65518,144.88788
Greenvale,36 Frontier Av,485000,Ray,,
Greenvale,3 Hesket Ct,700000,Barry,-37.64409,144.89134
Hadfield,23 Volga St,800000,Nelson,-37.70724,144.94072
Hampton,39 Crisp St,2500000,hockingstuart,-37.94109,145.00648
Hawthorn,28 Bell St,1600000,Marshall,-37.81789,145.03948
Hawthorn,18/563 Glenferrie Rd,392000,hockingstuart,,
Hawthorn,7/14 Oak St,660000,Jellis,-37.8141,145.01782
Hawthorn,2 Rosney St,2300000,Marshall,-37.82241,145.02294
Hawthorn East,3/1049 Burke Rd,865000,hockingstuart,-37.82078,145.05829
Hawthorn East,409/32 Lilydale Gr,515000,Jellis,,
Hawthorn East,16 Munro St,1805000,Marshall,-37.82861,145.04667
Hawthorn East,2/31 Rathmines Rd,1375000,Jellis,-37.81949,145.04811
Hawthorn East,41 Roseberry St,1700000,Jellis,-37.82649,145.0483
Heathmont,21 Balfour Av,1825000,Barry,-37.83015,145.24171
Heathmont,4 Lee Ct,1000000,Philip,-37.82707,145.22914
Heathmont,1/25 The Greenway,1226000,Barry,,
Heidelberg,3/152 Hawdon St,920000,Miles,-37.75118,145.06585
Heidelberg West,3 Narvik Cr,845000,Purplebricks,-37.7465,145.04002
Highett,13 Tennyson St,1080000,hockingstuart,-37.95422,145.054
Highett,34 Tennyson St,2585000,Buxton,-37.95457,145.05387
Highett,13 Train St,1225000,Buxton,-37.94708,145.04056
Hillside,66 Bedingham Dr,920000,Barry,-37.68922,144.74535
Hillside,12 Brindalee Wy,523500,Prof.,-37.70261,144.75202
Hillside,25 Castlewellan Bvd,1111000,Barry,-37.69547,144.73018
Hillside,3 Silvana Wy,478000,Barry,-37.70388,144.75259
Hoppers Crossing,150 Kingston Bvd,635000,Ray,-37.85741,144.7111
Hoppers Crossing,22 Roseland Cr,520000,Reliance,-37.88531,144.68431
Hoppers Crossing,88 Wilmington Av,600000,LJ,-37.86491,144.67195
Hughesdale,120A Poath Rd,1200000,Jellis,-37.89601,145.07672
Huntingdale,4/66 Greville St,455000,Buxton,-37.90682,145.11325
Ivanhoe,2/80 Ford St,1302000,Miles,-37.76422,145.0363
Ivanhoe,1/16 Waverley Av,722000,Nelson,,
Jacana,29 Hendricks Cr,650000,Stockdale,-37.68196,144.90661
Jacana,2/66 Sunset Bvd,435000,Stockdale,-37.68958,144.9097
Keilor Downs,15 Dunbar Ct,715000,Barry,-37.71413,144.80851
Keilor Downs,5 Ventnor Pl,756001,Prof.,-37.71691,144.80437
Keilor East,31 Chappell Pl,981000,Nelson,-37.7393,144.86339
Keilor East,4 Limestone Av,1295000,Jellis,-37.74009,144.87787
Keilor East,41 Patricia St,1250000,Nelson,-37.74514,144.87313
Keilor East,15 Shelley St,986000,Nelson,-37.74127,144.86648
Keilor East,9A The Crossway,620000,Nelson,-37.74695,144.86625
Kensington,1/26 Coopers La,865000,Nelson,-37.79101,144.92328
Kensington,83A Eastwood St,1206000,Jellis,,
Kensington,89 Stockmans Wy,841000,Edward,-37.79244,144.92036
Kew,53 Cecil St,2536000,hockingstuart,-37.8048,145.05304
Kew,1/145 Edgevale Rd,901000,Jellis,-37.80868,145.04354
Kew,19 Edgevale Rd,1610000,Jellis,-37.81435,145.04198
Kew,9/910 Glenferrie Rd,1005000,Jellis,-37.80882,145.03844
Kew,8/16 Grace Ct,575000,Nelson,-37.79262,145.02729
Kew,30 Stirling St,2180000,Jellis,-37.80946,145.04251
Kew,37 Wellington St,4000000,Marshall,-37.80926,145.0331
Kew,108 Willsmere Rd,1775000,Jellis,-37.79398,145.03777
Kew East,1/12 Oswin St,1360000,Marshall,-37.79582,145.05651
Kew East,13 Ramsay Av,2118000,Nelson,-37.79639,145.04595
Kilsyth,47 Churchill Wy,710000,McGrath,-37.79682,145.30467
Kilsyth,16 Regina St,780000,McGrath,-37.80212,145.33017
Kooyong,5/687 Toorak Rd,820000,Marshall,,
Kurunjang,12 Ella Ct,401500,hockingstuart,-37.66689,144.5952
Lalor,11 Delmare St,700000,HAR,-37.66958,145.02941
Laverton,40 Reschke Ct,590000,hockingstuart,-37.86498,144.77406
MacLeod,12 Hester Wk,704000,Miles,,
Maidstone,5 Ballarat Rd,610000,Sweeney,-37.78865,144.88276
Maidstone,33/48 Eucalyptus Dr,420000,Biggin,-37.7795,144.87286
Malvern East,5E Belson St,1375000,Tim,-37.86773,145.04483
Malvern East,5/28 Ferncroft Av,735000,Jellis,-37.8688,145.05687
Malvern East,46 Karma Av,2030000,Marshall,-37.87939,145.0656
Malvern East,3 Rothesay Av,2990000,Marshall,-37.87164,145.05498
Malvern East,49 Tennyson St,1800000,Jellis,-37.87241,145.05103
Maribyrnong,57 River St,1500000,RW,-37.77961,144.88587
McKinnon,124 Wheatley Rd,1125000,Buxton,-37.90734,145.03438
Meadow Heights,2/11 Opal Ct,333000,YPA,-37.65234,144.92955
Melton South,18 Brennan St,460000,Ryder,-37.70484,144.57261
Mentone,2/20 Albenca St,881000,Buxton,-37.98001,145.07457
Mentone,35 Bundora Pde,925000,Greg,-37.98155,145.09303
Mentone,12/35 Collins St,350000,Buxton,-37.97907,145.0571
Mernda,16 Etherington Dr,430000,Harcourts,-37.59827,145.07939
Mernda,5 Haig St,547000,Ray,-37.59665,145.08877
Mernda,98 Waterview Dr,575000,HAR,-37.61144,145.08202
Middle Park,70 Herbert St,3500000,Marshall,-37.84576,144.95969
Middle Park,4 Wright St,2220000,Greg,-37.8458,144.96085
Mill Park,25 Blackman Av,652500,Ray,-37.66462,145.07092
Mill Park,38A Carroll Cr,470000,Ray,-37.6669,145.04234
Mill Park,11 Fern Ct,671000,Love,-37.67609,145.05583
Mill Park,1/59 Heritage Dr,397000,Love,-37.65372,145.04582
Mitcham,1/3 Rotherwood Av,700000,Noel,-37.8071,145.19388
Mont Albert,4 Howson Ct,1600000,Fletchers,-37.81198,145.10859
Montmorency,2/50 Coventry St,756000,Fletchers,-37.72266,145.12172
Montmorency,14 Kirwana Gr,1050000,Barry,-37.7252,145.13148
Moorabbin,43 Hillston Rd,901000,Buxton,-37.94211,145.04573
Mooroolbark,100A Landscape Dr,702000,Ray,,
Mordialloc,63 Chute St,1150000,Buxton,-38.00076,145.09358
Mount Evelyn,4 Longview Rd,515000,Ray,-37.78495,145.3919
Mount Waverley,1/3 Churcher Ct,875000,Marshall,-37.89402,145.10902
Mount Waverley,44c Grenfell Rd,1150000,McGrath,-37.87925,145.11706
Mount Waverley,7 Huntingtower Cr,1750000,Jellis,-37.87655,145.1401
Mount Waverley,4 Inverell Av,1940000,McGrath,-37.8725,145.14482
Mount Waverley,10 Rhonda St,1340000,Barry,-37.88859,145.13335
Murrumbeena,45 Wallace Av,1388000,Buxton,-37.90438,145.0704
Narre Warren,129 Fleetwood Dr,570000,O'Brien,-38.03988,145.31927
Niddrie,59A Nolan St,1150000,Barry,-37.74103,144.8851
Noble Park,7b Ellt Cr,480000,C21,,
North Melbourne,64 Baillie St,1220000,Jellis,-37.80116,144.94605
Northcote,20/55 Gadd St,754000,hockingstuart,-37.7627,144.99039
Northcote,1/1 Lorna Av,1180000,McGrath,-37.77043,145.01277
Notting Hill,7 Tamala Av,1001000,Biggin,-37.90678,145.14698
Nunawading,4/4 Koroit St,860000,Noel,-37.81738,145.1676
Nunawading,9 Patterson St,1218000,Ray,-37.82568,145.16752
Oak Park,37 Josephine St,850000,Brad,-37.71872,144.9156
Oakleigh East,1/28 Leumear St,905000,Ray,-37.90389,145.1192
Oakleigh South,41 Colin Rd,955500,Ray,-37.91698,145.11225
Oakleigh South,12 Cunningham Pl,1210000,Buxton,-37.9424,145.09609
Ormond,4/4 Holloway St,345000,Thomson,-37.9018,145.04539
Ormond,347 Koornang Rd,1005500,Jellis,-37.90286,145.05425
Pakenham,10 Eyre Pl,442000,C21,-38.05934,145.51137
Parkdale,3/16 Clare St,742000,Hodges,-37.98901,145.09134
Pascoe Vale,55 Alpine Gr,980000,Nelson,-37.72208,144.93714
Pascoe Vale,1/165 Boundary Rd,685000,Barry,,
Pascoe Vale,3/136 Derby St,585500,Nelson,-37.7249,144.9474
Point Cook,31 Lakeside Dr,690000,hockingstuart,,
Port Melbourne,360 Howe Pde,1230000,RT,-37.83674,144.9242
Port Melbourne,11/85 Rouse St,1020000,Chisholm,-37.84354,144.94148
Port Melbourne,490 Williamstown Rd,1265000,Marshall,-37.83261,144.9383
Prahran,6 Aberdeen Rd,1390000,Marshall,-37.85257,145.00296
Prahran,26 Union St,1100000,hockingstuart,,
Preston,15 Albert St,961000,Nelson,-37.75049,145.02099
Preston,11 Jackman St,1001000,Nelson,-37.74503,145.01295
Preston,2/34 Union St,790000,hockingstuart,-37.72816,144.98819
Reservoir,20 Barton St,876000,Barry,-37.71142,145.00377
Reservoir,1/159 Cheddar Rd,560000,RW,,
Reservoir,6/35 Cheddar Rd,480000,Ray,,
Reservoir,26 Howard St,971000,Nelson,-37.71939,145.01407
Reservoir,49 Liston Av,866000,HAR,-37.69742,145.01604
Reservoir,19 Lucille Av,775500,Ray,-37.69983,145.02202
Reservoir,25 Ramleh Rd,920000,Ray,-37.70848,145.03055
Reservoir,60 Southernhay St,1175000,Woodards,-37.72522,145.00852
Reservoir,18 Winter Cr,790000,Love,-37.71923,145.02824
Richmond,69 Brighton St,1975000,Biggin,-37.82868,144.99918
Richmond,5/86 Burnley St,580000,Jellis,-37.815,145.00893
Ringwood,1A Wingrove Pl,720000,Ray,-37.80594,145.24285
Ringwood East,7 Sunbeam Av,1120000,Barry,-37.80238,145.25357
Rosanna,11 Maleela Gr,1051500,Barry,-37.73878,145.07802
Roxburgh Park,21 Rossiter Av,400000,Red,-37.63693,144.92581
Sandringham,4/245 Bluff Rd,1000000,Purplebricks,-37.95496,145.01964
Sandringham,19B Reno Rd,1450000,Buxton,,
Seaford,18 Peterson St,850000,Sandhurst,-38.10323,145.14322
South Melbourne,16 Mountain St,1412000,Marshall,-37.83731,144.95057
South Morang,3 McArthurs Rd,597000,Ray,-37.62292,145.09507
South Yarra,2A Albion St,1400000,hockingstuart,-37.84315,144.98596
South Yarra,3/31 Howitt St,290000,Marshall,-37.84689,145.00278
Spotswood,22 Cullen St,782500,Barlow,-37.82859,144.87947
Spotswood,301/88 Hudsons Rd,601000,Avion,,
Springvale South,4 Lindy Ct,750000,Boutique,-37.9748,145.15213
St Albans,29 Gillespie Rd,626000,YPA,-37.73497,144.7864
St Albans,179 William St,703000,Barry,-37.73591,144.80105
St Kilda,43/64 Fitzroy St,465000,McGrath,-37.85921,144.97777
Strathmore Heights,7 Caravelle Cr,1000000,Considine,-37.71106,144.89427
Sunbury,17 Curtin Dr,480500,One,-37.56279,144.7304
Sunbury,1 Plante Ct,431250,L,-37.58479,144.71541
Sunbury,9 Tennyson Ct,555000,YPA,-37.55791,144.72366
Sunbury,72 The Skyline,825000,Leading,-37.56521,144.74944
Sunshine North,19A Park Dr,502500,Douglas,-37.75962,144.82596
Sunshine North,2/15 Phoenix St,580000,Boran,,
Sunshine West,3 Arnold St,650000,Douglas,-37.78651,144.81357
Sunshine West,29 Felstead Av,780000,Village,-37.8032,144.81413
Surrey Hills,1/29 Kennealy St,1366000,Nelson,-37.82794,145.08854
Surrey Hills,13 Lambourne St,2100000,Jellis,,
Surrey Hills,1 Oak St,1825000,Fletchers,-37.83587,145.10914
Surrey Hills,53 Park Rd,2567500,Fletchers,-37.83603,145.10596
Taylors Hill,30 Hardware La,726000,Ray,,
Taylors Lakes,13 Bruxner Wy,600000,Barry,-37.6911,144.78297
Templestowe,6 Shelley Ct,1700000,Barry,-37.76586,145.16572
Templestowe,45 Templemore Dr,1150000,Barry,-37.75592,145.16605
Templestowe Lower,3 Artemis Ct,1280000,Barry,-37.77493,145.12547
Templestowe Lower,12 MacEdon Ct,1495000,Parkes,-37.75815,145.11514
Thornbury,219a Gooch St,750000,McGrath,,
Thornbury,219b Gooch St,880000,McGrath,,
Thornbury,27 Gooch St,1200000,Nelson,-37.75802,145.00264
Thornbury,7/42 Pender St,625000,Love,,
Thornbury,4/198 Raleigh St,351000,Collins,-37.76054,145.01393
Toorak,47/145 Canterbury Rd,250000,LITTLE,-37.84207,145.01041
Toorak,6/187 Kooyong Rd,1000000,Kay,-37.84513,145.02225
Truganina,7 Canary Cl,635000,TRUE,-37.83824,144.72102
Tullamarine,1/59 Eumarella St,527000,Nelson,-37.70267,144.87807
Tullamarine,235 Melrose Dr,660000,Jason,-37.69636,144.87724
Tullamarine,3/260 Melrose Dr,565500,Stockdale,-37.69406,144.876
Tullamarine,2/56 Tadstan Dr,500000,Barry,-37.69584,144.87877
Vermont,84 Centre Rd,1300000,Noel,-37.83691,145.21269
Vermont South,48 Coonawarra Dr,1138000,M.J,-37.85211,145.20174
Vermont South,10 Shearers Ct,1360000,Biggin,-37.85995,145.18579
Vermont South,104 Weeden Dr,1300000,Biggin,-37.86072,145.18489
Viewbank,11 Jedem Cl,1612000,Miles,-37.73106,145.10237
Wantirna,6 Priscilla Ct,1150000,Harcourts,-37.85733,145.22616
Wantirna South,79 Somes St,1235000,Barry,-37.88634,145.21601
Warrandyte,3 Speers Ct,1600000,Barry,-37.74611,145.17835
Watsonia,32 Cooinda Cr,790000,Barry,-37.71292,145.09048
Watsonia,3 Leafield St,900000,Nelson,-37.71209,145.0757
Werribee,29 Briardale Dr,490000,hockingstuart,-37.90419,144.63761
Werribee,31 Hooker Rd,412700,hockingstuart,-37.89513,144.64056
Werribee,2 Rhine St,591000,hockingstuart,-37.8808,144.6605
West Footscray,27 Busch St,990000,RW,-37.79591,144.87595
West Footscray,11 Church St,1100500,Jas,-37.79105,144.87914
West Footscray,24 Oxford St,675000,GL,-37.79219,144.87575
West Footscray,9 Sredna St,805000,Sweeney,-37.80048,144.8612
West Footscray,155 Suffolk St,778000,McGrath,-37.78977,144.86557
West Footscray,28 Tucker St,855000,Biggin,-37.79136,144.87619
Wheelers Hill,12 Erskine Cr,1200000,Ray,-37.91026,145.19298
Wheelers Hill,99 Grandview Rd,1480000,Ray,-37.9163,145.19612
Wheelers Hill,77 Jells Rd,1250000,Jellis,-37.89953,145.19021
Wheelers Hill,61 Mary Av,1136000,McGrath,-37.90401,145.19796
Wheelers Hill,2 Rodney Cl,1500000,Ray,-37.90466,145.19434
Wheelers Hill,4 Tyrone Ct,1194700,Fletchers,-37.92048,145.18258
Whittlesea,1 MacMeikan St,440000,Brad,-37.51324,145.11501
Williamstown,54 Victoria St,2550000,Williams,-37.8633,144.88871
Windsor,3/10 Wrexham Rd,420000,Marshall,-37.85675,145.00039
Wollert,13 Markham St,467000,hockingstuart,,
Wollert,17 Rockgarden Wy,565000,Love,,
Wyndham Vale,11 Chisholm Pl,475000,hockingstuart,-37.88162,144.62082
Yallambie,39 Fahey Cr,1025000,Nelson,-37.73022,145.08361
Abbotsford,801/1 Acacia Pl,415000,Jellis,-37.81177,145.01414
Abbotsford,604/88 Trenerry Cr,683000,Woodards,-37.79793,144.99818
Abbotsford,64 Yarra St,1255000,Biggin,-37.80204,144.99592
Aberfeldie,10 Caroline St,1830000,Rendina,-37.7595,144.89427
Aberfeldie,9/39 St Kinnord St,315000,Brad,-37.75882,144.9027
Airport West,33 Bedford St,860000,Harcourts,-37.72057,144.87558
Airport West,16 Highridge Cr,850000,Brad,-37.72739,144.88235
